gene,beta1,beta2,eigenvalue_modulus,r2,root_type,category
Celf5,-0.001946,0.172471,0.4163,0.0239,real,other
Ncln,0.070140,0.265083,0.5511,0.0801,real,other
S1pr4,-0.400782,0.236022,0.7259,0.2998,real,other
Gna15,0.033098,-0.194950,0.4415,0.0421,complex,other
Gna11,0.319547,0.172792,0.6051,0.1776,real,other
Tle6,0.091547,-0.317808,0.5637,0.0861,complex,other
Sirt6,-0.003052,0.370009,0.6098,0.1441,real,chromatin
Zfp781,0.347366,-0.064241,0.2535,0.1060,complex,other
Zfp938,0.095623,-0.019595,0.1400,0.0085,complex,other
LOC102635990,-0.178463,0.157703,0.4963,0.0675,real,other
Gm1553,-0.052928,-0.028521,0.1689,0.0025,complex,other
1190007I07Rik,0.009791,0.408942,0.6444,0.1654,real,other
Glt8d2,0.251325,-0.088850,0.2981,0.0560,complex,other
Nfyb,0.073322,0.011262,0.1489,-0.0018,real,other
Gm10773,0.014985,-0.074340,0.2727,0.0034,complex,other
Slc41a2,0.751359,-0.156549,0.3957,0.4463,complex,other
Aldh1l2,-0.320836,-0.050174,0.2240,0.0983,complex,other
Appl2,0.141635,0.315700,0.6371,0.1148,real,other
Nuak1,0.007663,0.508856,0.7172,0.2652,real,other
Ckap4,0.148866,-0.010611,0.1030,0.0212,complex,other
Fhl4,0.078441,0.135946,0.4100,0.0230,real,other
Mterf2,-0.204696,0.098525,0.4325,0.0599,real,other
Cry1,1.219410,-0.576901,0.7595,0.7753,complex,clock
Prdm4,-0.401088,0.178503,0.6682,0.2642,real,other
Rtcb,-0.110449,0.204638,0.5110,0.0541,real,other
Bpifc,-0.157248,0.229521,0.5641,0.0948,real,other
A230060F14Rik,-0.042345,0.140748,0.3969,0.0210,real,other
Syn3,-0.200127,-0.214322,0.4629,0.0696,complex,other
Hsp90b1,0.009528,0.227296,0.4815,0.0506,real,other
Fabp3,0.015485,0.098380,0.3215,0.0074,real,other
Stab2,-0.174816,0.235760,0.5808,0.0987,real,other
Ascl1,0.034538,0.207880,0.4735,0.0328,real,other
Igf1os,0.046442,-0.228951,0.4785,0.0387,complex,other
Gm10763,0.009182,0.188468,0.4387,0.0349,real,other
Parpbp,0.024626,0.032208,0.1922,0.0004,real,other
Gm6653,0.412854,-0.047594,0.2182,0.1454,complex,other
Dram1,0.047577,0.089432,0.3238,0.0096,real,other
Chpt1,0.198987,-0.029473,0.1717,0.0421,complex,other
Mybpc1,0.012438,-0.079923,0.2827,0.0057,complex,other
Spic,-0.010361,0.234146,0.4891,0.0485,real,other
Gm4925,-0.006061,-0.284427,0.5333,0.0549,complex,other
Utp20,0.024958,0.039001,0.2104,-0.0008,real,other
Ano4,-0.178317,0.240564,0.5877,0.0975,real,other
Gas2l3,0.744580,0.029439,0.7822,0.4506,real,other
Nr1h4,0.236789,0.178275,0.5569,0.0991,real,other
Slc17a8,0.764559,-0.283672,0.5326,0.4206,complex,other
Scyl2,-0.083285,0.291896,0.5835,0.0962,real,other
Actr6,-0.078478,0.441302,0.7047,0.2018,real,other
E330037I15Rik,-0.046845,0.084952,0.3158,0.0077,real,other
Apaf1,-0.139893,-0.081146,0.2849,0.0174,complex,other
Slc25a3,0.160651,0.121825,0.4385,0.0320,real,other
Tmpo,-0.006663,0.469958,0.6889,0.2240,real,other
Mir135a-2,0.079193,-0.290650,0.5391,0.0836,complex,other
1110012L19Rik,-0.089389,0.363992,0.6497,0.1400,real,other
Nedd1,0.200153,0.326383,0.6801,0.1049,real,other
Cfap54,-0.137949,-0.033221,0.1823,0.0189,complex,other
Elk3,0.245852,0.238380,0.6264,0.1549,real,other
Amdhd1,1.262222,-0.560456,0.7486,0.7708,complex,other
Metap2,-0.140638,-0.018447,0.1358,0.0116,complex,other
Mir331,-0.247098,0.171131,0.5553,0.1083,real,other
Vezt,-0.187574,0.348064,0.6912,0.1894,real,other
Gm4792,-0.130124,0.347354,0.6580,0.1455,real,other
Plxnc1,0.262491,0.287046,0.6829,0.2019,real,other
Cradd,0.396486,0.050295,0.4976,0.1890,real,other
Socs2,0.046512,0.075807,0.2996,0.0076,real,other
Mrpl42,0.145320,0.225778,0.5533,0.0846,real,other
Nudt4,0.196044,0.105346,0.4371,0.0570,real,other
Anapc15,0.619466,0.095375,0.7471,0.4928,real,other
Gm10754,-0.220896,-0.099576,0.3156,0.0492,complex,other
C030005K15Rik,-0.415507,-0.114990,0.3391,0.1499,complex,other
Phxr2,-0.302210,0.310199,0.7282,0.2582,real,other
Csl,0.522098,-0.093583,0.3059,0.2312,complex,other
Tmtc3,-0.142093,0.209605,0.5344,0.0753,real,other
4930430F08Rik,0.465455,0.092492,0.6157,0.2584,real,other
Nts,-0.216134,0.229951,0.5996,0.1273,real,other
Alx1,-0.237093,0.344677,0.7175,0.2318,real,other
Lrriq1,0.005343,0.143284,0.3812,0.0202,real,other
Tmtc2,0.280351,0.313913,0.7177,0.2611,real,other
Mettl25,0.338438,-0.178444,0.4224,0.1058,complex,other
Acss3,0.626539,-0.016705,0.5986,0.3722,real,other
Myf5,-0.040523,0.457092,0.6967,0.1738,real,other
Myf6,0.221594,-0.035897,0.1895,0.0459,complex,other
Ptprq,-0.005324,0.095509,0.3117,0.0085,real,other
Otogl,-0.153303,0.222911,0.5550,0.0848,real,other
Syt1,0.554772,0.064950,0.6541,0.3342,real,other
Gm5136,0.132932,0.363794,0.6733,0.1697,real,other
Nav3,-0.109003,0.265496,0.5726,0.0895,real,other
Zdhhc17,-0.306970,0.462176,0.8504,0.4601,real,other
Glipr1,-0.083264,-0.014274,0.1195,-0.0001,complex,other
Atxn7l3b,0.456177,0.069097,0.5761,0.2567,real,other
Trhde,0.106337,0.074204,0.3307,0.0166,real,other
Tph2,-0.268460,0.197485,0.5985,0.1331,real,other
Tbc1d15,0.431938,0.126109,0.6316,0.1976,real,other
Rab21,0.538935,0.120886,0.7094,0.3729,real,other
Tmem19,0.618819,-0.031630,0.5626,0.3708,real,other
Thap2,0.294206,0.216792,0.6354,0.1941,real,other
Lgr5,-0.072174,0.286203,0.5723,0.0869,real,stem
4933416C03Rik,0.011764,0.150602,0.3940,0.0225,real,other
Kcnmb4,0.402219,-0.464104,0.6813,0.2042,complex,other
Cnot2,0.159850,0.402164,0.7191,0.1834,real,other
Myrfl,-0.362217,0.045229,0.4604,0.1526,real,other
Rab3ip,-0.203454,0.020898,0.2785,0.0418,real,other
Cct2,0.147434,0.325201,0.6487,0.1041,real,other
Frs2,0.005340,0.259659,0.5122,0.0629,real,other
Yeats4,0.530044,0.024832,0.5734,0.2847,real,other
9530003J23Rik,-0.145803,0.297548,0.6232,0.0924,real,other
Lyz2,-0.179259,0.171225,0.5130,0.0743,real,other
Lyz1,0.076454,-0.077517,0.2784,0.0114,complex,other
Cpsf6,-0.258991,0.342262,0.7287,0.2494,real,other
Mdm2,0.121089,0.434949,0.7228,0.2289,real,target
Slc35e3,-0.121958,0.034940,0.2576,0.0166,real,other
Nup107,-0.111275,0.391796,0.6840,0.1955,real,other
Rap1b,0.024430,0.478108,0.7038,0.2437,real,other
Iltifb,-0.245427,-0.003864,0.2285,0.0592,real,other
Dyrk2,0.275391,0.341373,0.7380,0.2318,real,other
Gm10744,-0.260669,0.487059,0.8403,0.4747,real,other
Cand1,0.014815,0.297319,0.5527,0.0860,real,other
Helb,-0.139997,0.431754,0.7308,0.2352,real,other
Irak3,-0.100518,-0.016510,0.1285,0.0096,complex,other
Hmga2,-0.229378,0.101624,0.4535,0.0701,real,other
Gm10743,-0.222543,-0.273889,0.5233,0.0594,complex,other
Msrb3,0.227147,0.158661,0.5278,0.0941,real,other
Lemd3,0.112528,0.331139,0.6345,0.1370,real,other
Gm10741,-0.173305,0.125415,0.4512,0.0526,real,other
Tbc1d30,-0.043092,0.061980,0.2714,0.0057,real,other
Rassf3,0.358335,0.232346,0.6934,0.2545,real,other
Tbk1,0.092434,0.303871,0.5994,0.0954,real,other
Xpot,0.120017,0.471660,0.7494,0.2565,real,other
Srgap1,0.341173,-0.225419,0.4748,0.1272,complex,other
Tmem5,0.019841,0.435194,0.6697,0.2029,real,other
Mirlet7i,-0.249271,-0.301767,0.5493,0.1205,complex,other
Mon2,-0.203304,0.300744,0.6594,0.1620,real,other
Usp15,-0.200402,0.284758,0.6432,0.1576,real,other
Slc16a7,0.497191,0.000498,0.4982,0.2232,real,other
Xrcc6bp1,0.244253,0.154085,0.5332,0.1052,real,other
Tsfm,-0.461598,0.096005,0.6172,0.2676,real,other
Mettl21b,0.012956,0.008963,0.1014,0.0002,real,other
March9,0.153616,-0.185137,0.4303,0.0471,complex,other
Tspan31,0.024167,0.294255,0.5547,0.0895,real,other
Os9,0.676223,-0.108613,0.4137,0.3708,real,other
Slc26a10,-0.069189,0.017478,0.1713,0.0039,real,other
Arhgef25,-0.035040,-0.152693,0.3908,0.0227,complex,other
Dtx3,0.410402,-0.135779,0.3685,0.1175,complex,other
Pip4k2c,0.028708,0.223531,0.4874,0.0475,real,other
Kif5a,-0.044305,-0.088145,0.2969,0.0076,complex,other
Mbd6,0.072048,0.111543,0.3719,0.0078,real,other
Mars,-0.018849,0.071095,0.2762,0.0047,real,other
Gli1,0.012653,0.387861,0.6291,0.1442,real,signaling
Inhbe,-0.006387,0.121591,0.3519,0.0113,real,other
Shmt2,0.346691,0.160667,0.6101,0.1912,real,other
Nxph4,0.039443,0.094665,0.3280,0.0104,real,other
Lrp1,0.367660,0.096896,0.5453,0.1385,real,other
Nab2,0.322125,0.249223,0.6856,0.2253,real,other
Gpr182,0.532203,0.122003,0.7052,0.3163,real,other
Rdh7,0.205878,0.043329,0.3352,0.0332,real,other
Hsd17b6,0.097473,0.213164,0.5130,0.0598,real,other
Rbms2,0.099925,0.436304,0.7124,0.2228,real,other
Spryd4,0.481419,0.086734,0.6211,0.2749,real,other
Il23a,-0.097491,0.114116,0.3901,0.0195,real,other
A630052K13Rik,-0.010851,0.352856,0.5995,0.0869,real,other
Coq10a,0.296397,0.259273,0.6785,0.2160,real,other
Slc39a5,-0.294582,0.332525,0.7425,0.2711,real,other
Myl6b,0.350613,-0.149727,0.3869,0.1132,complex,other
Esyt1,0.019723,0.403168,0.6449,0.1634,real,other
Zc3h10,-0.266214,-0.200534,0.4478,0.0818,complex,other
Ciart,1.118733,-0.502182,0.7086,0.6633,complex,other
Pa2g4,0.403092,0.088912,0.5615,0.1864,real,other
Erbb3,0.485777,-0.208203,0.4563,0.2004,complex,other
Ikzf4,0.230987,-0.034464,0.1856,0.0413,complex,other
Suox,0.795396,-0.168235,0.4102,0.4839,complex,other
Rab5b,0.505674,-0.093846,0.3063,0.2192,complex,other
Cdk2,0.031124,0.294587,0.5585,0.0765,real,other
Dgka,0.187886,0.378354,0.7162,0.2217,real,other
Rpsa,0.325602,0.172056,0.6084,0.1842,real,other
Tmem198b,-0.031575,0.467986,0.7001,0.2109,real,other
Ormdl2,0.449377,0.083652,0.5909,0.2570,real,other
Gdf11,-0.139795,-0.309225,0.5561,0.1024,complex,other
Rdh5,-0.064825,0.544424,0.7710,0.2937,real,other
Bloc1s1,0.148595,0.034234,0.2737,0.0238,real,other
Mettl7b,0.559449,-0.030337,0.4986,0.2674,real,other
Olfr765,-0.129240,0.079847,0.3545,0.0249,real,other
Olfr767,-0.013184,0.311027,0.5643,0.0905,real,other
Olfr768,-0.076269,0.054370,0.2744,0.0078,real,other
Olfr769,-0.110106,0.164765,0.4647,0.0417,real,other
Olfr770,-0.202488,0.313840,0.6705,0.1796,real,other
Olfr771,-0.032221,0.103436,0.3381,0.0103,real,other
Olfr772,-0.088521,0.032851,0.2308,0.0085,real,other
Olfr796,-0.186074,0.541484,0.8348,0.4013,real,other
Olfr798,0.131601,0.326604,0.6411,0.1295,real,other
Olfr801,-0.123681,0.078115,0.3481,0.0216,real,other
Olfr802,-0.152118,0.059027,0.3306,0.0288,real,other
Olfr803,-0.122925,0.065350,0.3244,0.0207,real,other
Olfr805,-0.110783,0.092406,0.3644,0.0212,real,other
Olfr806,-0.067044,-0.260060,0.5100,0.0703,complex,other
Olfr807,-0.263758,0.297678,0.6932,0.2140,real,other
Olfr810,-0.107824,0.258199,0.5649,0.0852,real,other
Olfr811,-0.092049,0.072838,0.3198,0.0140,real,other
Olfr812,-0.129722,0.085650,0.3646,0.0266,real,other
Olfr814,-0.155645,0.130087,0.4468,0.0464,real,other
Olfr815,-0.030534,0.107798,0.3439,0.0122,real,other
Olfr816,0.352824,-0.209703,0.4579,0.1237,complex,other
Olfr818,-0.046704,0.125157,0.3779,0.0166,real,other
Olfr825,0.038266,0.102516,0.3399,0.0109,real,other
Olfr826,-0.088700,0.005625,0.1315,0.0070,real,other
Olfr827,-0.115548,0.472251,0.7474,0.2597,real,other
Neurod4,-0.068021,0.051062,0.2625,0.0068,real,other
Eif4enif1,-0.047576,0.381774,0.6421,0.1333,real,other
Patz1,0.332573,-0.347033,0.5891,0.1803,complex,other
Pik3ip1,-0.532739,-0.221415,0.4705,0.2322,complex,other
8430429K09Rik,0.447161,-0.025346,0.3806,0.2159,real,other
Pla2g3,0.051378,0.270195,0.5461,0.0736,real,other
Selm,-0.415215,-0.064404,0.2538,0.1541,complex,other
Morc2a,-0.178727,0.058213,0.3467,0.0387,real,other
Dusp18,-0.136693,0.378496,0.6874,0.1882,real,other
Pes1,-0.476867,0.102177,0.6372,0.2852,real,other
Gal3st1,-0.064172,0.033038,0.2167,-0.0053,real,other
Sec14l4,0.838870,-0.180692,0.4251,0.5080,complex,other
Sec14l3,-0.123142,-0.155209,0.3940,0.0342,complex,other
Rnf215,0.006813,0.075372,0.2780,0.0056,real,other
Sf3a1,-0.185797,0.143554,0.4830,0.0631,real,other
Tbc1d10a,0.359571,0.127654,0.5798,0.1762,real,other
Gatsl3,-0.040094,0.217410,0.4867,0.0496,real,other
Osm,0.000422,0.140865,0.3755,0.0130,real,other
Lif,-0.341831,-0.159680,0.3996,0.1087,complex,other
Ascc2,-0.128812,0.608826,0.8473,0.3396,real,other
Zmat5,0.290639,0.240556,0.6569,0.1981,real,other
Nipsnap1,0.281908,0.169151,0.5757,0.1420,real,other
Thoc5,0.291482,0.291025,0.7045,0.2160,real,other
Ap1b1,0.179157,0.147396,0.4838,0.0603,real,other
Rasl10a,0.005353,-0.061685,0.2484,0.0026,complex,other
Xbp1,-0.193992,0.075675,0.3887,0.0390,real,other
Ankrd36,0.102179,-0.068118,0.2610,0.0130,complex,other
Dbnl,-0.204028,0.465689,0.7920,0.3116,real,other
Aebp1,-0.361756,0.015413,0.4003,0.1418,real,other
Ykt6,-0.074213,0.187985,0.4723,0.0432,real,other
A730071L15Rik,-0.106312,0.048710,0.2802,0.0156,real,other
Ogdh,0.085089,0.250424,0.5448,0.0756,real,metabolic
Zmiz2,0.584437,-0.205188,0.4530,0.2349,complex,other
Ppia,-0.064455,0.237576,0.5207,0.0590,real,housekeeping
Ccm2,-0.346836,-0.328352,0.5730,0.1704,complex,other
Ramp3,-0.279365,-0.162842,0.4035,0.0781,complex,other
Adcy1,0.065653,-0.356000,0.5967,0.1201,complex,other
Igfbp1,-0.079812,0.039947,0.2437,0.0081,real,other
Gm11992,0.106683,-0.044540,0.2110,0.0097,complex,other
Upp1,-0.151626,0.535652,0.8116,0.3246,real,other
Abca13,-0.209147,0.132552,0.4834,0.0755,real,other
Vwc2,-0.215975,0.390606,0.7422,0.2480,real,other
4930415F15Rik,0.325969,0.152138,0.5857,0.1230,real,other
Ikzf1,-0.346575,-0.348986,0.5908,0.1790,complex,other
Vstm2a,-0.399991,0.214584,0.7046,0.2653,real,other
Akt2,0.731069,-0.235283,0.4851,0.3784,complex,signaling
Egfr,-0.373985,-0.022083,0.3005,0.1264,real,signaling
Fbxo48,-0.091948,0.091013,0.3511,0.0181,real,other
Cnrip1,0.363734,-0.206661,0.4546,0.1404,complex,other
Ppp3r1,0.080094,0.290846,0.5808,0.0946,real,other
Wdr92,-0.331298,-0.227218,0.4767,0.1225,complex,other
C1d,-0.109848,0.022289,0.2140,0.0080,real,other
Spred2,0.074755,0.195089,0.4806,0.0426,real,other
Rab1a,0.217925,0.271909,0.6417,0.1548,real,other
Sertad2,0.096727,0.329759,0.6246,0.1275,real,other
Peli1,-0.043902,0.167312,0.4316,0.0187,real,other
Vps54,-0.404484,0.166477,0.6576,0.2651,real,other
Wdpcp,0.241790,-0.196418,0.4432,0.0741,complex,other
Tmem17,-0.127340,-0.035875,0.1894,0.0116,complex,other
Zrsr1,0.029385,0.099963,0.3312,0.0081,real,other
Cct4,0.039622,0.330564,0.5951,0.1129,real,other
Fam161a,-0.054376,-0.122358,0.3498,0.0136,complex,other
Xpo1,0.163248,0.186099,0.5207,0.0687,real,other
Usp34,-0.186739,0.302869,0.6516,0.1837,real,other
1700030C12Rik,-0.077852,-0.383507,0.6193,0.1745,complex,other
Pus10,-0.061081,0.348320,0.6215,0.1248,real,other
Bcl11a,-0.291431,0.274655,0.6897,0.2246,real,other
4933427E13Rik,-0.095349,0.300756,0.5982,0.1049,real,other
Fancl,0.165808,0.126802,0.4485,0.0493,real,other
Gm6899,0.098631,0.013428,0.1753,0.0101,real,other
Mir216b,-0.159579,0.396454,0.7145,0.2154,real,other
Mir216a,-0.182705,0.033513,0.2959,0.0359,real,other
Mir217,-0.140865,-0.303649,0.5510,0.0971,complex,other
Efemp1,-0.099692,0.333604,0.6296,0.1042,real,other
Pnpt1,0.159874,0.520101,0.8055,0.3531,real,other
Smek2,0.342417,0.050363,0.4535,0.1199,real,other
Ccdc88a,-0.032086,0.078742,0.2971,0.0060,real,other
Mtif2,0.044200,0.542412,0.7589,0.2637,real,other
Clhc1,0.011302,-0.086044,0.2933,0.0071,complex,other
Rtn4,0.166943,0.206143,0.5451,0.0819,real,other
Fem1a,0.226362,-0.049617,0.2227,0.0457,complex,other
Gm8098,-0.140196,0.589753,0.8412,0.2499,real,other
Psme4,0.100572,0.135982,0.4225,0.0306,real,other
Asb3,0.248704,0.409367,0.7761,0.2793,real,other
Gpr75,-0.126399,0.353741,0.6613,0.1474,real,other
Cpeb4,0.972127,-0.318655,0.5645,0.6427,complex,other
4930524B15Rik,-0.173849,-0.225442,0.4748,0.0764,complex,other
Nsg2,-0.064748,0.134504,0.4005,0.0189,real,other
Snrnp25,0.195430,0.451309,0.7766,0.3094,real,other
Mpg,-0.221560,0.064513,0.3879,0.0582,real,other
Hba-x,-0.276548,0.107835,0.4946,0.1002,real,other
Hbq1b,-0.137085,-0.208153,0.4562,0.0551,complex,other
Hbq1a,-0.412550,-0.082239,0.2868,0.1508,complex,other
Sh3pxd2b,-0.165171,0.081657,0.3800,0.0384,real,other
Ubtd2,0.093715,-0.146999,0.3834,0.0279,complex,other
Stk10,0.165588,0.169704,0.5030,0.0621,real,other
Fbxw11,-0.234000,0.348053,0.7184,0.2347,real,other
C530030P08Rik,-0.026560,0.138339,0.3855,0.0195,real,other
Ssbp1,0.208723,0.364434,0.7170,0.1947,real,other
1700072H12Rik,-0.211264,0.100555,0.4399,0.0631,real,other
D130052B06Rik,-0.250920,0.296656,0.6844,0.1956,real,other
Kcnmb1,0.314851,-0.318738,0.5646,0.1440,complex,other
Lcp2,0.220014,0.122835,0.4773,0.0765,real,other
Fam196b,-0.143000,0.258813,0.5852,0.0924,real,other
Slit3,-0.651880,-0.078278,0.4931,0.3660,real,other
Mir218-2,0.319400,-0.114922,0.3390,0.0931,complex,other
Pank3,0.015588,0.322248,0.5755,0.0948,real,other
Mir103-1,-0.162454,0.206263,0.5426,0.0797,real,other
Nudcd2,-0.095106,0.442268,0.7143,0.2195,real,other
Gabrb2,0.033722,0.094104,0.3241,0.0088,real,other
Gm9972,-0.086011,0.356711,0.6418,0.1240,real,other
Atp10b,-0.199329,0.511531,0.8218,0.3798,real,other
Slu7,0.134039,0.490772,0.7708,0.3022,real,other
C1qtnf2,0.356892,-0.388984,0.6237,0.2072,complex,other
Ccnjl,0.346832,-0.078059,0.2794,0.1061,complex,other
4933415A04Rik,-0.156421,0.288394,0.6209,0.1207,real,other
Pwwp2a,0.351084,0.218905,0.6753,0.2473,real,other
Il12b,0.299740,0.020608,0.3574,0.0941,real,other
Rnf145,0.615684,0.045997,0.6830,0.4307,real,other
Ebf1,0.300838,-0.295469,0.5436,0.1458,complex,other
Clint1,0.252747,0.003408,0.2656,0.0642,real,other
Sox30,-0.431304,-0.186952,0.4324,0.1282,complex,other
Adam19,0.580624,-0.408278,0.6390,0.3082,complex,other
Fndc9,0.118110,0.252522,0.5650,0.0515,real,other
Fam71b,0.607748,-0.319058,0.5649,0.2645,complex,other
Med7,-0.145495,-0.060661,0.2463,0.0210,complex,other
Havcr2,0.082580,-0.108705,0.3297,0.0114,complex,other
BC053393,-0.180382,0.077569,0.3829,0.0374,real,other
Havcr1,-0.146289,-0.112232,0.3350,0.0241,complex,other
Timd4,-0.174670,0.281662,0.6252,0.1295,real,other
Rack1,0.525382,0.042325,0.5964,0.2636,real,other
Snord96a,-0.486771,0.010482,0.5074,0.2446,real,other
Snord95,0.287562,0.172294,0.5831,0.1259,real,other
Trim7,0.151494,0.366603,0.6859,0.1881,real,other
Olfr1395,-0.130127,0.540067,0.8028,0.3435,real,other
Olfr1394,-0.051672,0.017152,0.1593,0.0024,real,other
Zfp62,0.381978,0.203259,0.6806,0.2828,real,other
Mgat1,-0.059274,0.206053,0.4845,0.0447,real,other
Olfr1393,-0.353726,-0.016339,0.2991,0.1195,real,other
Olfr1392,0.091122,-0.039937,0.1998,0.0036,complex,other
Olfr10,-0.207110,0.166247,0.5242,0.0856,real,other
Olfr1391,0.016541,0.171610,0.4226,0.0288,real,other
Olfr1390,-0.323889,0.119705,0.5440,0.1483,real,other
Olfr1389,-0.072895,0.131106,0.4004,0.0224,real,other
Olfr1388,-0.180386,0.248580,0.5969,0.1073,real,other
Olfr1387,-0.264505,0.083862,0.4506,0.0910,real,other
Olfr1384,-0.232063,0.057662,0.3827,0.0640,real,other
Olfr1383,-0.219890,0.109414,0.4585,0.0709,real,other
Olfr1382,0.313147,-0.214366,0.4630,0.0942,complex,other
Flt4,-0.205408,0.390590,0.7361,0.2451,real,other
Scgb3a1,-0.209612,-0.107573,0.3280,0.0452,complex,other
Gfpt2,0.199117,-0.006988,0.1536,0.0418,real,other
Mapk9,0.255817,0.292745,0.6839,0.1920,real,other
Rasgef1c,0.015874,-0.254302,0.5043,0.0591,complex,other
Rnf130,0.121385,0.175126,0.4836,0.0515,real,other
Mir340,0.160820,0.301083,0.6350,0.1532,real,other
Tbc1d9b,-0.161171,0.410928,0.7267,0.1843,real,other
3010026O09Rik,0.961256,-0.469022,0.6849,0.5532,complex,other
Mgat4b,-0.008274,0.177521,0.4255,0.0297,real,other
Cby3,-0.160807,0.131931,0.4524,0.0496,real,other
Hnrnph1,-0.226213,0.053311,0.3702,0.0573,real,other
Adamts2,0.184890,-0.009954,0.0998,0.0243,complex,other
Grm6,-0.133694,-0.153984,0.3924,0.0361,complex,other
Olfr1378,0.011918,0.039671,0.2052,-0.0002,real,other
Olfr1377,0.005282,0.364729,0.6066,0.1337,real,other
Olfr51,-0.065034,0.060221,0.2801,0.0065,real,other
Olfr54,-0.172623,0.478916,0.7837,0.2979,real,other
Zfp354a,0.327791,-0.176204,0.4198,0.1038,complex,other
9230009I02Rik,-0.260969,0.170393,0.5634,0.1249,real,other
Clk4,0.238877,0.221146,0.6046,0.0979,real,other
Col23a1,-0.305824,0.020403,0.3622,0.0941,real,other
Phykpl,0.016116,0.400007,0.6406,0.1532,real,other
Nhp2,-0.094633,0.150289,0.4379,0.0335,real,other
D930048N14Rik,0.846603,-0.300432,0.5481,0.4674,complex,other
Sar1b,0.292596,0.343303,0.7502,0.2502,real,other
Cdkn2aipnl,-0.044407,0.486498,0.7201,0.2387,real,other
Cdkl3,0.278378,0.096652,0.4798,0.1068,real,other
Ppp2ca,0.092509,0.129583,0.4092,0.0257,real,other
Skp1a,0.117759,0.209993,0.5209,0.0670,real,other
Vdac1,-0.109407,0.166243,0.4661,0.0397,real,other
9530068E07Rik,0.472228,-0.153044,0.3912,0.1787,complex,other
Fstl4,-0.017559,-0.006184,0.0786,-0.0001,complex,other
Taf13,0.043728,0.144594,0.4027,0.0172,real,other
Zcchc10,0.010308,0.489533,0.7048,0.2774,real,other
Aff4,0.507722,-0.049701,0.3753,0.2087,real,other
Gdf9,-0.095251,0.185803,0.4813,0.0478,real,other
Shroom1,0.328774,0.020051,0.3814,0.1130,real,other
Gm9945,-0.301205,-0.132812,0.3644,0.0779,complex,other
Sept8,-0.399567,-0.217914,0.4668,0.1502,complex,other
Kif3a,0.152082,0.399146,0.7124,0.2205,real,other
Il5,-0.261368,0.108241,0.4847,0.1027,real,other
P4ha2,0.302887,0.220829,0.6452,0.1752,real,other
Acsl6,-0.068440,0.011077,0.1449,0.0046,real,other
Oser1,0.113899,0.343579,0.6459,0.1467,real,other
Fnip1,0.799298,-0.264077,0.5139,0.4299,complex,other
Rapgef6,0.035824,0.423260,0.6687,0.1599,real,other
Hint1,0.421437,-0.181002,0.4254,0.1468,complex,other
Gm2a,0.839715,-0.217075,0.4659,0.4640,complex,other
Slc36a1,0.462056,0.035373,0.5289,0.2125,real,other
G3bp1,-0.008023,0.153796,0.3962,0.0229,real,other
Gm12238,-0.018548,-0.055831,0.2363,0.0032,complex,other
Zic5,-0.176835,-0.132094,0.3634,0.0397,complex,other
Gria1,0.116951,-0.258889,0.5088,0.0743,complex,other
Mfap3,0.043053,0.325229,0.5922,0.1067,real,other
